"","LTED_2","LTED_5","LTED_10","LTED_30","LTED_60","LTED_120","TAMR_2","TAMR_5","TAMR_10","TAMR_30","TAMR_60","TAMR_120","WT_2","WT_5","WT_10","WT_30","WT_60","WT_120"
"MAPKAPK2",0.343438047975409,3.30161089132964,3.70564483502635,2.96144126277785,1.43562040693252,-1.28226154815194,3.4217370686492,5.14315915616976,4.670964686738,3.65754384108929,1.60364841764406,-0.276695912694441,2.57743731207498,4.37969696215635,4.6209814662314,0.963529881478207,-0.53159490444313,-1.17284127155288
"MAPKAPK5",1.76905452397989,2.13478020373489,1.5717455346965,1.3028422953343,0.607711329088697,0.688963476181154,0.495756417034352,0.929927978191077,0.420003877898651,0.864235918020263,0.683499891358367,0.400640546687083,1.20602262075525,1.40511991031431,1.10541578145324,0.901761190866825,1.50480935289263,1.3091174230208
"MARK1",-0.792903104214678,-1.42617297133875,-2.00389794281102,-0.802986673299957,-0.723993413600371,0.249209718421378,-1.6184431853378,NA,NA,-0.169182301997536,0.453552924966091,2.61935060189027,0.262064852837663,NA,-0.338113978369889,-0.76715758692131,0.352915656726192,0.171701845684865
"MARK2",-0.0066771971732834,-0.0320671063311553,-0.354574656299458,-0.465289760518364,-0.654423160178647,0.857329425373847,-1.25331045028552,-0.339129826905681,-1.1512748112049,-0.30662193238572,0.170635374492506,0.748585851478473,0.0730235584535149,0.366597859179295,0.492162074252621,0.49900479430211,1.53578920707085,1.40116788858605
"MARK3",-0.990341095820273,-0.775846085823625,-0.698849419943536,-1.19309774299685,-0.282657188144084,0.253213141305468,-1.84610002613864,-0.934816524387684,-1.9144597246923,-1.41775903306106,-1.26773653927686,-1.36774461679942,0.443183496410353,-0.104524925243356,-0.425773694452539,0.278541837501244,0.24218490472146,0.286470524806361
"MELK",-0.0666370225287257,-0.634734360451013,-1.06489778674307,-0.58207320928557,-0.608398830635272,-0.0903948126435138,-2.97135096502514,-1.34968487252088,-0.474781361318822,0.0144529242610576,-0.501932780862062,-0.4960013245039,0.288835545608476,0.466330694683307,0.144642848122046,0.226789675015715,1.17470036796171,1.24142363272889
"MTOR",1.2769843357028,3.06098277273854,3.57888987970115,3.24379343359957,3.67830244433325,0.961987782888371,1.46030767699407,1.10487306300639,3.15735975163601,2.46360032297926,1.96848852715496,1.79550467780406,1.57110279519785,4.24387130973337,3.78409450082145,3.14525833423912,2.97034503828639,0.0720231099853755
"NEK3",0.258388768267426,0.289185919576863,0.0809896956239662,0.582563293093392,0.684808516167251,1.75457503751301,-1.20254567868701,-0.41271806147665,0.00706998681966365,1.22871261117484,1.56199722643584,0.934385876124177,-0.183068851534804,-0.074811067055544,-0.225679856177175,1.49676785717477,0.564039212693203,0.524234623825461
"NEK6",1.18582870452942,1.17129046576632,NA,0.369186144392209,NA,NA,0.970322599872442,1.90994804534566,0.444283197176117,0.536444970037576,-0.0771125209348074,0.93453812439199,1.15577416848687,NA,0.1330043677813,NA,-0.382397300916669,0.496823800152049
"NLK",0.837113030491327,2.35208469162849,2.42018926452494,1.95549559830653,1.35307612153265,0.602522379340702,2.58558999732612,2.52629748623104,2.63665774472748,1.33805365783753,1.24315023841122,0.675031838637307,1.14040933664793,2.6552416773348,2.93826921487696,0.697473350041033,-0.466967395255017,0.0422420108225684
"NUAK1",1.48853329398386,1.44153718506665,1.17976469197107,0.897667175155055,0.19387787692695,0.28884157832471,NA,1.20505456350739,0.929549650279728,0.233089854961016,0.323316539892899,0.621105241089342,NA,NA,NA,NA,NA,NA
"PAK1",0.511531132171118,3.0383064157182,1.75786587112192,2.9508024305496,2.57905783513067,1.73536600274838,3.63794386753646,3.17242375627114,3.98037339176555,3.15126955307641,3.12944990506642,2.22377999843592,1.22390998376645,1.69434483066134,3.02415816367623,2.37033876119025,0.422247303910788,-0.169956895343147
"PAK2",1.6666582175233,2.20912213515007,2.73810158049221,1.43376502251566,1.15961090531978,1.13202726983279,2.50870039442076,2.98748941917828,1.36037853639743,1.14535475324259,0.713750738082869,0.400722916871486,2.58824925151348,3.05854387503589,2.86032289194404,3.18225305723109,2.8250720908502,1.46460534291715
"PAK4",-0.0945514018159202,1.55905919433199,1.64400609816482,0.628774624269691,1.1336810171417,2.25089672742997,-1.12497960293631,1.45164177003643,1.48230958151965,0.866283128638984,1.53793310548674,1.29799955817249,0.772798855531464,0.278666441195958,0.453535808343098,0.81974363974651,-0.122652284884933,0.685274198538159
"PBK",0.397952828621227,1.5642198994081,2.02220827470347,1.53847422369806,0.391904886876609,0.852971259361069,1.36798293154542,0.323921990153491,0.0438849998351489,-0.811536970656183,-1.63274575476753,-1.28354343320674,0.990676717668489,0.680426277012217,0.125623156999133,-0.688340899731298,-0.701581578934794,-0.902116861693666
"PDK1",5.36869973506517,7.16127678356655,6.8864889461826,6.04428218261846,5.87010788711274,4.34061947582496,4.44058371176626,5.11395239502593,5.8820136199647,5.39213028812686,4.09235468956119,2.73132035707836,6.52251196023701,7.63451360511717,5.58375531791912,4.32074427847669,2.85156935859029,2.93836562747406
"PDPK1",3.55571221917429,6.54200420751588,5.27607923887708,5.3136000893743,4.29059745124464,3.12808498443814,3.86881238003998,3.31474085466149,4.40365357818739,3.66432765928,2.82180106233652,1.78833162034637,4.59867081007533,4.45455932784854,3.37588837306614,3.56729281169873,3.88975563465329,1.51616605296061
"PIM1",-0.162695589309114,3.31235883148464,3.00395599540616,2.41928694473361,3.2519420806247,2.70696425863316,-0.153305202405438,0.757903486501717,1.66306017432317,2.45059587518896,2.30959656265766,1.4300928234226,0.780375904598799,1.62802090047055,1.90412624210224,2.3112267769144,2.68625958312288,2.99084895188894
"PIM2",-0.661503834005798,1.42920497924265,1.72267956990114,1.44429961477068,1.66382503376217,3.38969503144362,-0.456665612510968,-0.269673048142302,0.881354951568226,0.989010394059152,1.55931930958274,1.46474087153044,1.15691595516406,0.452838921857982,1.47431790277937,1.37410324764197,1.04276370715576,2.02713849534931
"PIM3",-0.888275345993902,1.65106832598499,2.56749634896279,1.83463604781947,2.83746694976237,4.0138343858749,-0.538923267828036,0.409531754958378,1.42136737521226,1.8782368374779,2.11394132154563,1.88420845108634,1.48035683699322,NA,1.76437813121359,NA,1.78700585791115,2.23073717162833
"PKD1",-2.40116640652845,-0.593891182010482,NA,-0.0900333111208819,NA,-0.749570878725026,2.07117760708137,2.09280756706217,NA,-0.138289833415761,0.396681053010681,-0.88312270082791,-1.00902072116965,-0.797671530628282,-0.222830524583571,-0.470309105296792,-1.40951868195683,-1.35640446921398
"PKM",NA,NA,NA,NA,NA,NA,0.795758072236388,1.14133509731603,-0.373282180962941,-1.01970430072607,-0.46396734217586,-0.384202440167534,NA,NA,NA,NA,NA,NA
"PKN1",0.41807485773638,1.45397874432203,-0.7471411766591,-0.554411251891503,-0.12821724061282,-0.180109373694006,1.68476184588621,1.44308865216092,-0.314788456493243,-0.00936681069263243,-1.23174966728124,-1.17923248827198,0.335147873293973,-0.332946315872509,1.2867168202151,2.22036489806712,2.52806213694312,0.970032265446891
"PLK1",2.16155078061847,1.21143380195848,0.349917802948012,-0.0743773266404,-0.722834039153103,-0.333415182648277,2.99460039531328,1.56858168554402,1.95234260646028,0.745038463036292,1.21960066631109,-0.446970642609275,1.85347533001764,1.01314171291639,0.228436441442811,-0.843619886023877,-0.449816314664189,-0.33811669821237
"PLK3",-2.78532619100068,-1.26405203641418,-0.5908657451928,-2.00795851465832,-0.307288484941569,-1.6160662655817,0.127574916011185,-0.258252862503691,-1.60716032081924,-1.99028753563491,NA,-1.554743498907,-0.248197888482363,0.108763048106228,-0.696189467769606,0.500311693458483,-1.25139674907805,-1.12375352592141
"PPM1A",-0.627389937731269,-0.558324944275736,-0.251297566585999,-0.472462714041526,0.308893206701561,-1.74527899096906,0.0677715447332831,0.379852846002077,0.625192842234729,-0.605751566257273,-0.199103392205371,-0.177793993262963,-0.757144570353553,0.187430355680566,0.840308688907101,0.43327958580589,-0.0845846123653593,-0.94091852733544
"PPM1D",-4.71654812277683,-1.93430908837257,-2.09029130188786,-2.61767365426545,-3.41750294607332,-2.13577766519488,-0.73273243643062,-0.770680444090471,-1.48262088161571,-1.52244101338391,-3.19827484121901,-2.20827654176992,-2.25269646803875,-1.56455146463973,-1.70485756781848,-2.23738445891157,-2.52836417744523,-1.36997549894111
"PPP1CA",-1.84898065701544,-1.35024175753817,-0.705575580943931,-1.41733313186311,-0.180339366888938,-1.76570027946587,-0.0707862121001696,-0.253583443794772,-0.349322661132694,-0.942680332569483,-0.396712199800829,0.0294735275080179,-1.11794135962845,-0.862923201096903,0.109513290084137,0.695877883277343,0.0248785330284217,-1.20253303709431
"PPP1CB",0.671971827510776,-0.163302560028112,-0.192214935979496,0.245102351536522,0.587315871780844,-1.36397060184218,0.878282307396282,0.116803447835183,1.17186541079922,-0.305244642325008,0.103237731136736,-0.265353646585815,-0.847701527183328,-0.596945051689565,0.805269674227227,-0.149962538872758,0.3466416966323,-0.609611368214661
"PPP1CC",0.255455010459432,-0.0216638931716994,0.272781784250508,0.344863822687092,0.762428384911307,-1.50642517208733,0.115982618617566,0.453909476857223,1.25771126699189,-0.00365054780531483,0.2282943196437,0.125596128573526,-0.451526420676993,-0.172428372274473,1.26320110640037,0.0630339167100956,-0.125963750284523,-0.579611350004464
"PPP2CA",-6.99904293009098,-4.86495711300556,-3.44534204224611,-3.48021157654158,-2.1211228503965,-2.68788035970743,-3.71431622673467,-3.90746198756219,-3.95768573068567,-3.00564896109687,-2.57108942176321,-2.37032624255311,-6.97571985385231,-5.73321425820927,-2.69478296352425,-1.84301357815483,-2.17331396482816,-1.09742023684112
"PPP2CB",-2.11772818620171,-1.92716063324996,-1.96878795766097,-1.85905863143245,-2.02577348561677,-2.41204453117593,-3.05690069528185,-2.51496870020072,-2.18647037924194,-1.887440518011,-1.57292577269583,-1.75857183253812,-3.34388647299965,-2.39869005739682,-1.06711720723124,-1.05187362925814,-1.2274796193447,-0.319993378582379
"PPP3CA",-0.0191123872561617,-2.42350904593945,-3.18950030576887,-3.1141560331342,-4.79623892315396,-3.51503465235941,-0.378340986449638,-1.57003451843433,-3.37989287882478,-3.21088092890751,-4.19398159826997,-3.50663329143301,NA,NA,NA,NA,NA,NA
"PPP3CB",-0.0191123872561617,-2.42350904593945,-3.18950030576887,-3.1141560331342,-4.79623892315396,-3.51503465235941,-0.378340986449638,-1.57003451843433,-3.37989287882478,-3.21088092890751,-4.19398159826997,-3.50663329143301,NA,NA,NA,NA,NA,NA
"PPP3CC",-0.0191123872561617,-2.42350904593945,-3.18950030576887,-3.1141560331342,-4.79623892315396,-3.51503465235941,-0.378340986449638,-1.57003451843433,-3.37989287882478,-3.21088092890751,-4.19398159826997,-3.50663329143301,NA,NA,NA,NA,NA,NA
"PRKAA1",1.36337445129489,1.0461568113682,0.819278873663773,1.91568580730634,2.12198973912077,0.277255259453076,0.589215486800942,1.27311566340772,1.04056677060231,0.293188981266187,0.547404183414467,-1.20662880521893,1.20851360412775,1.38113527491953,0.774047484814984,0.30429305232498,-0.550749926662334,0.0951117754979517
"PRKAA2",1.84730311427817,-0.186252605894942,-0.978069356525027,0.271997928810495,0.488937785215138,0.0902922889859203,0.200652893017813,-0.27723109467932,0.00272306075691323,-0.466258923112948,0.0050856732021049,-1.10158144652302,0.751583021768125,-0.257513675583148,-0.671907737801793,-1.55388878907609,-1.07386585555281,-1.13116332799278
"PRKAB1",2.25073602609766,0.021289512800098,-0.575814002057371,0.295331971555511,0.37782810656313,-0.251944651218012,-0.173201353758724,-0.484380678852192,-0.457567910189897,-0.840950156323936,0.190032443614348,-1.64703164991887,0.902608258848856,0.352050849825001,-0.86988704141305,-1.74733884878592,-1.57750502716423,-0.413228040066075
"PRKAB2",2.84798119920009,-0.0711035905149858,-0.483340619550364,0.557111016479941,0.955175273646975,0.431310631045803,0.204347965960701,-0.402410664118746,-0.0835905030639724,-0.652516491036498,0.267511726695429,-1.0132730911861,1.09569234178179,-0.114263805732981,-0.88128130007424,-1.67131551779088,-1.05063239279568,-0.327772064510868
"PRKACA",1.24130516854505,2.98067253241846,2.54135351443662,3.14007375096864,1.91113725221862,1.71224374663982,1.99493279950396,2.17029061942879,2.17251161950004,1.59878033020968,0.984449353399145,1.37488902167801,-1.81748715045206,-0.17998007695844,1.03702979830424,-0.130109197422124,0.324684981877612,0.889795727466114
"PRKACB",-0.869259214022758,0.896769061252306,0.154761704426873,0.444875614893189,0.571650175764803,-0.043059783171206,0.531745084928673,-0.0698945279631235,1.14439705536293,0.877783975938384,1.43791069008049,1.99648241796733,1.23235463746803,0.424367490959756,0.743197843828918,1.40913463938874,1.35747594196544,3.4854911166475
"PRKAG1",2.84798119920009,-0.0711035905149858,-0.483340619550364,0.557111016479941,0.955175273646975,0.431310631045803,0.204347965960701,-0.402410664118746,-0.0835905030639724,-0.652516491036498,0.267511726695429,-1.0132730911861,1.09569234178179,-0.114263805732981,-0.88128130007424,-1.67131551779088,-1.05063239279568,-0.327772064510868
"PRKAG2",2.77972004664592,0.140888133089548,-0.103784971640067,0.605323791702364,0.919189021681548,0.392426600664429,-0.0873439490463247,-0.204861968735053,-0.320062695934562,-0.786284876417005,0.38198087038855,-1.31724347721288,1.15529962401119,-0.0248350031081194,-1.06498077323429,-1.80447206359281,-1.21686191058385,-0.706685091668996
"PRKAG3",2.84798119920009,-0.0711035905149858,-0.483340619550364,0.557111016479941,0.955175273646975,0.431310631045803,0.204347965960701,-0.402410664118746,-0.0835905030639724,-0.652516491036498,0.267511726695429,-1.0132730911861,1.09569234178179,-0.114263805732981,-0.88128130007424,-1.67131551779088,-1.05063239279568,-0.327772064510868
"PRKCA",0.786636182521156,2.59765223275462,1.65831588811272,1.20458790661519,1.52498331123033,0.417571112995617,3.05427710309741,4.53716837123504,0.929266677095492,-0.316812244984129,-1.25312624537943,-2.83299705196331,1.20567869382117,1.93313125803837,2.61401094475542,0.338888753518183,1.45048595475175,1.61142734352706
"PRKCB",3.95566712191753,5.53680702434476,4.81743177534332,2.85212948400537,3.60887476648162,1.53099259165503,4.46673507658301,4.94856470473752,3.1673760268766,1.8128469987024,0.209804121889692,-1.68110340323672,2.98715675758035,5.20812936231142,3.93093360886631,0.387635957215374,0.948439340429065,0.455000702182735
"PRKCD",0.24711983991123,1.98212513767393,1.43206532243311,1.14272788829871,0.901742736062472,0.681503144992418,2.30218828867507,3.53416665481384,1.38589872849637,1.59658904865577,0.378202649886795,-1.2054784143257,0.897052250391959,1.66183668577075,2.44585386652257,1.32221229731972,0.88118942037863,0.771873735985734
"PRKCE",-0.809611255899253,-0.232991370728624,-0.552284511001512,-0.626814952167168,0.382055667252938,-1.4068765263847,2.64796625321399,2.58247964707654,-0.423727503013183,-1.49295155269141,-2.53510414832799,-3.20905799036238,-0.899904434370855,-0.602787036118999,0.35451246041885,-1.06327712082355,-1.01292429780731,0.00912267025064713
"PRKCG",1.16912914827896,1.30921172245229,0.895795083094987,0.639058064983824,2.04523198568008,1.68674882645084,1.14577240992413,1.57525664226345,-1.32842652227766,-1.58194570965517,-2.44195816283281,-3.11759950920664,0.443830867286722,-0.558323234321302,0.538023698712839,-0.0869937470024847,0.827014766081407,0.460967315107581
"PRKCH",-0.185762115349193,-0.625552559683042,-1.22097112864192,-0.606589471930728,-0.444486334005953,-0.525904192329809,2.65739413831003,2.33531930870694,1.28708689053111,0.468525345239877,-1.05341124525661,-0.0655395329270858,1.77840835316942,0.823744007765825,0.771375459997401,0.712062992904375,0.815426151185454,0.967470268130221
"PRKCI",-1.52588301976812,0.54860745007926,0.923423340504605,0.261900521939162,1.79838967198274,0.653452493897706,0.0773505848435073,0.149995901746517,0.654154863212647,0.123197642395568,1.11629503294426,0.90382092617125,0.492740349489793,0.264025755921733,0.262665557512501,0.581043276825638,0.48761798626999,0.14962294121596
"PRKCZ",1.20247218268387,1.45493063620127,0.843243822209839,-0.0464191928545809,1.43552895809539,1.68337173358975,-0.194295467305828,0.523671399239457,0.801639865012714,0.449708716865976,0.582433632987042,0.840547333011109,0.430840600470106,0.113808719118246,-0.367803733952664,-0.541917366378665,1.03032417680356,1.14066996060029
"PRKD1",-2.34545021323871,-0.191048729778113,0.43948160420739,0.456228369893007,1.51905784297535,0.599770554888962,0.406519346337672,1.61062181193672,0.270845452283257,-0.466236761579736,0.47494753405837,0.0373662785566007,-0.187417296209295,-1.01891691380723,-0.492050491974912,-0.677021890480709,-2.26757653519295,-1.67978136644261
"PRKDC",-0.149617485773941,-0.19858417758675,-0.131404307209686,-1.28578668121593,-1.52940108210594,-1.13729615128627,1.29508594765882,1.32419706013244,1.37312035104935,0.422285175195776,1.34934655234904,1.69618715941653,1.03064762241341,0.405950063118659,0.107480506685251,-1.07027585818603,1.37727531638608,0.442917790302699
"PRKG1",-0.928240717021013,-0.554398125737596,0.272330392625603,-0.00586092165653436,0.0979856973842804,0.0807620000017128,2.34468091502159,1.83484876777425,1.5106889757511,1.86041763658754,1.43269372491545,0.303748620154996,-1.32149939419796,-0.510684027915483,0.286248409046074,0.19568268742904,-1.50914883322999,-0.972851237103607
"PRKG2",NA,0.441195756320051,NA,-0.280964096377575,NA,NA,1.36416248942533,2.03921396047252,1.83508134938333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRKX",2.60035503986595,3.14864464943809,2.95501256300388,2.51589252730441,2.70278533152784,3.33618409644491,0.475667903105368,1.67121796118031,2.10581181893213,1.11052547614933,1.01021163448915,0.8325218682389,-0.378047521257448,0.566440090134997,-0.0384190184252745,0.467133439485461,0.501521702377457,-0.422693049827578
"PRKY",2.60035503986595,3.14864464943809,2.95501256300388,2.51589252730441,2.70278533152784,3.33618409644491,0.475667903105368,1.67121796118031,2.10581181893213,1.11052547614933,1.01021163448915,0.8325218682389,-0.378047521257448,0.566440090134997,-0.0384190184252745,0.467133439485461,0.501521702377457,-0.422693049827578
"PTK2",0.989896829890434,0.790360302091247,0.172849546949628,-0.510029798581974,0.668998714707251,-0.330764893304031,-0.0911386856960138,-0.219660997806905,-0.991448099284887,-1.69143817514718,-1.09222543107903,-0.585251859129573,1.87042428176479,1.18597641624976,0.523500310079934,NA,NA,NA
"PTPRG",-1.87823816297308,-0.691072974078324,-0.0258037567722282,0.413067951976231,-0.859908539075363,-0.437633548890985,0.683726277905748,-0.000928627767835155,1.46215674264563,1.49467964442304,0.895412255632751,0.805812461763145,-2.40330930872378,-0.694301985952467,-0.264809929605492,-0.107483700560684,0.40217349137473,-0.35176489374967
"RAF1",5.37545912844371,6.17425498076592,3.95246661245948,3.16277710831856,3.51069565579694,2.35634443273074,2.48616011308101,3.65951240318056,5.00004869181519,3.37778743044767,3.11945327964889,1.23086870161248,3.17420609690059,3.59018683142946,1.91747893133334,1.76265455900106,2.65852896879415,2.05206995517197
"RET",8.13434387330747,6.17109379248676,NA,3.20062265650968,NA,NA,4.92459367961905,4.8459607615609,3.32923269640287,2.10504359568087,0.884253174251383,0.78189028198892,8.32214810478994,7.92689345089228,3.34983747069527,0.572305661016533,0.497704325705355,0.499030114554487
"ROCK1",1.35472688326809,2.02994757141707,2.04924530196005,1.03521474008971,2.04430536352156,1.8854156469719,1.36049427679785,0.592105935150602,1.28425272031003,0.19433771313154,0.258837231165673,-0.2953452162806,1.4113197059022,2.57388531362841,1.29422624368787,0.428397732654154,1.9263589098229,1.6036081579512
"RPS6KA1",3.13409332980368,8.59968959844827,8.01893205717797,6.89410907956355,6.3427895089436,4.4479177151828,2.84924553666566,6.9644168877449,8.75624109727953,8.29230383707088,6.77147709959905,4.19291776040769,6.08113312055586,9.24619914299277,9.82179740624372,6.76402456347159,5.8707145662363,3.31907622664989
"RPS6KA2",0.719356020203052,3.62910298992094,4.47093029947181,4.35517937214466,4.745027662863,3.01927888668288,1.6416612774714,2.75931854387834,4.62592530981306,4.52714614171969,4.18656077058143,3.41942159186984,2.7190030517957,5.65377006263354,5.91629799637036,5.88646671105849,3.27607936346881,2.61095144310043
"RPS6KA3",2.25199927535997,5.56102862792095,4.94312128818346,5.57995815843276,4.26245188190817,2.60891138541281,4.55103623497283,4.91723943831705,6.55362824299474,5.97666799774818,5.36859986735857,2.73456382315266,3.75636115587681,6.09631017704006,6.5963988334378,4.35386587731958,2.42809861050714,1.19945034402657
"RPS6KA4",1.77273638970221,4.17372864823297,5.36151280943203,4.23641739218681,3.96254875371519,2.783714081814,2.79863415726877,4.14447270074132,4.58205156512301,5.31314707468776,4.26557179900763,2.56242689805195,2.51123285703236,5.64626435244241,6.06644222586167,4.52783060383558,3.63438547093517,2.83098017828564
"RPS6KA5",0.551146971386939,3.69597396890725,4.37998280771462,3.53433848961642,2.79907609878277,3.00588443472995,2.07629813537658,3.60438000425937,4.00829013969766,3.99025902220465,3.41369939439163,1.79389473529843,2.26713093651733,4.07506467390568,4.88357024804396,4.06852345695432,2.44320120060986,1.99098599202324
"RPS6KA6",1.95706288224347,4.95797341075082,5.78765655777753,4.55978067651065,5.08236707778934,3.75836662035754,2.62130657310632,4.30840785314575,5.1532505565984,5.25789802601564,4.91054617903266,3.57393219012518,3.81020991865939,6.80005329884188,6.97829153097872,5.70282776997492,3.35026083864095,2.51206379225132
"RPS6KB1",3.66518742091631,7.73175101849025,8.20654053174597,6.20406630780421,5.77525687571106,3.61066222829962,4.95965167649811,7.80547350529785,8.31108079641194,7.9990972794612,5.80324587856083,1.1186610085007,5.88526181160869,8.97593305332584,9.55848094665219,6.50493534854666,5.76469190731356,3.07719949926732
"RPS6KB2",0.936817291455346,1.30254399160646,2.04005944500781,0.975690357929751,0.726886546116302,0.143277054789852,0.270242513975956,1.88156206898744,0.853216365422624,1.62973174765984,1.09768836812663,0.419679998989438,1.45798386107693,1.58055475292025,1.9267315512843,0.929852309886189,1.28285448959683,0.389298307501345
"RSKR",1.85721322665933,4.70100361576389,5.25846589035163,4.38265212939177,4.38061019181678,3.10826040663294,2.67647625017135,3.72747466553898,5.09241616072273,4.78494391871997,4.40260147405167,3.35844214338611,3.40084187443597,6.17315051602027,6.42495407481232,5.07401908192874,2.98833946592247,2.35565691588766
"SGK1",4.44496994250869,6.65918963314875,5.39308944454314,5.57238839955423,4.60919104410901,2.4041312532141,2.64608509014298,3.88531484411594,5.69559606821294,4.63125683349723,4.00525767903181,4.13984966800272,3.43392500812788,5.60388017339846,4.71278454882723,3.3427083493795,2.62679616360903,1.79211497719744
"SGK2",1.02803067142133,2.34216957616113,2.15657237543657,1.72794135954031,1.60310271484767,0.468282030386489,1.17303018007652,0.418473437811785,1.75618907563875,0.759186500757013,0.789403959511239,0.609522975717192,-1.94990874464143,0.548089263751657,-0.460754747263335,-1.24771156714107,-0.795266083016462,-0.913701293335171
"SGK3",1.50067154344434,2.66157040396854,2.58106619046347,1.95672609469394,1.9192159951112,0.699299628224582,1.14005086402183,0.978424078301527,2.31714482008728,1.36287401748274,1.21252258409197,0.986228942876701,-0.735844946698652,1.34154744247469,0.328662979403269,-0.326088078747965,0.00213700854262767,-0.397514761918017
"SRC",2.23439690388396,1.76927003485182,0.778997362488865,0.1030146708067,0.380825454709936,-0.575403678503453,1.20342721912465,3.67676587012996,-0.126646148144178,-0.427625657305199,-0.879670822923596,-1.08634304561016,3.63576162738104,2.74716229093829,0.376953230293207,-0.508087017271178,-0.250372678273474,0.381958601002912
"SRPK1",0.414394888047467,0.554175172252308,-0.846115279434485,0.487335817910938,-0.0693605140165771,0.242725097176179,1.01300555402635,0.15280015801148,-0.429073183061317,0.0601133557618903,-0.402021910981334,0.353321666886491,-0.232462027078454,-0.842743677408234,-1.35012748587946,-1.19423924205359,-0.448481374754553,0.0752311470843031
"SRPK2",-0.159650526087317,0.717387271558766,0.0785301919382708,0.300809272888929,1.4214226964687,0.80544864667761,1.19853596456081,0.732573893405827,0.447236585747751,1.23593936026302,0.228091030952864,-0.0408350281468273,-2.24745933673727,-0.086246152009365,-1.35445425900121,0.8492381859546,0.239217004435586,0.496287980818397
"STK16",-0.65096850951962,0.117632773913043,0.226252362075279,-0.411141276312033,0.376092214200751,0.459643240315305,1.06446240770156,0.241997902564998,0.245957756859831,0.652403915739292,-0.858296823811476,-1.08978797858445,-0.503456469083306,-0.58436116920325,-0.247671434445853,-0.719397580391867,-0.369014087893626,-0.343812248406367
"STK17A",2.67225547668013,3.3181102705369,4.10440818969654,2.96511360885197,2.86165727690731,0.629580199558691,1.47782000081961,2.34170055181072,2.96232157050272,2.15966430200021,0.871964471230941,0.875369196981258,-0.24756169297126,3.9368333309816,3.61019046185801,3.23321935096415,1.087653157357,0.0615068163947496
"STK38",-0.329084080770892,2.59767009553402,1.38247476753077,2.30385209126228,1.63974831859968,0.700467753853379,-0.368985198022332,0.422677894746571,1.77273987599943,1.30476751235417,0.794508211485718,0.699972834805621,-0.0236152315513052,1.41288370897409,2.6458495897476,0.775353291441603,1.66605970934488,1.5556262308383
"STK40",1.5114942200776,3.33162921352254,2.18489011484401,2.5571829115874,2.08888603951733,0.661890083393141,NA,NA,NA,NA,NA,NA,1.30314932777923,2.21081509974945,2.65180067364969,1.06855835697578,NA,-0.846524605405448
"TBK1",2.70899546146699,3.09067302978072,2.61288689592642,2.14200208596955,0.755895256530438,1.8104894830005,1.97755520212751,3.69605996210632,2.77320192346866,3.50490634214181,1.82431362458882,0.186962851245989,2.60606475481815,3.55241076596501,1.90320800094849,1.04285074500128,1.85194663370019,0.858229299967266
"TNNI3K",1.39904619573004,1.10687169171729,0.898879064117976,1.34538075406945,NA,-0.480266487972865,1.12275063150445,0.895208403782739,1.51644009442275,NA,0.787763539776396,NA,NA,NA,NA,NA,NA,NA
"TRPM7",-0.0967288996553795,-1.52741130183444,-0.717677233513419,-0.790829697739096,-0.476934667439495,-1.67216654283059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TTK",-0.13817308984794,-1.03280516250858,1.03245128934731,0.433122776429331,0.334686391819002,2.80706093665048,-0.90634021211491,-2.52057207433684,-1.15516668347948,-0.893001877688366,0.409666992407371,-2.13081557345996,0.074360836112231,0.934641198739707,0.223338008074754,0.265449807174578,1.56260487721113,1.675399659595
"UHMK1",1.24935445032923,1.21071060607494,1.71730811685034,0.951101016309255,1.19039992572388,0.5256201353097,0.978847533909864,0.592238654117995,0.462631002549699,0.0992538870159027,-0.20621314424236,-0.290810381798848,0.223248760039207,1.04201317673062,1.6672571001008,1.05327946576709,0.923989919413985,1.11106860811246
"ULK1",-0.582659611764977,0.475792525025928,NA,-0.172172878555201,NA,-2.11354455542843,1.2980169502112,0.205362742429251,0.134306863146969,-0.243035986965174,-0.31056236221484,-0.442458457092796,0.936822425356679,1.30687885199157,-0.744288674433219,0.243745025826371,-0.400701816447495,-0.459728622834464
"VRK1",0.095517527188887,-0.60307527471377,0.458033477698181,-0.829991042549605,0.0676545065117359,-0.0741330947407696,0.198837224788654,-0.893024002206499,-0.628318410035969,-0.689809972935995,NA,NA,0.0962776113007771,0.172620730212829,-0.491778536714522,1.17579024504294,1.40947100995319,1.26465490223357
"WEE1",0.837266802606461,0.305406721064587,0.686930353935617,1.18995849732275,0.431675381899689,1.10995401440666,-0.262439043590847,-0.973175362126373,-1.38503053096132,0.456437257448217,0.76650367695751,1.09423831955739,0.570172605939442,0.155981405755394,-0.135276232076105,0.627119533371412,1.08298502259247,0.750159950771481
"WNK1",NA,2.93113769046439,1.86541191825013,1.14922829917081,1.00069704911103,2.16315044696709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YES1",NA,NA,NA,NA,NA,NA,-0.572117610859001,-0.0949253993500991,-0.670711380928539,0.462630966454691,0.840344563114338,NA,NA,NA,NA,NA,NA,NA
